,,,,,当年,当日,当月
个险渠道,其他长险趸交,同比增速,福建省分公司,大个险,0.048804755,1.474533417,1.474533417
个险渠道,其他长险趸交,同比增速,辽宁省分公司,大个险,-0.18407765,-0.243864289,-0.243864289
个险渠道,其他长险趸交,同比增速,黑龙江分公司,大个险,0.109083925,7.266650723,7.266650723
个险渠道,长险趸交,保费合计,上海市分公司,大个险,74.928466,0.07731,0.07731
个险渠道,长险趸交,保费合计,内蒙古分公司,大个险,1211.916243,24.60996,24.60996
个险渠道,长险趸交,保费合计,北京市分公司,大个险,1096.312212,3.844362,3.844362
个险渠道,长险趸交,保费合计,吉林省分公司,大个险,1031.428566,1.447,1.447
个险渠道,长险趸交,保费合计,天津市分公司,大个险,109.22113,0.75331,0.75331
个险渠道,长险趸交,保费合计,安徽省分公司,大个险,622.821319,7.63815,7.63815
个险渠道,长险趸交,保费合计,山东省分公司,大个险,1300.383105,6.74093,6.74093
个险渠道,长险趸交,保费合计,山西省分公司,大个险,1320.829267,7.483582,7.483582
个险渠道,长险趸交,保费合计,江苏省分公司,大个险,1146.951666,8.866692,8.866692
个险渠道,长险趸交,保费合计,江西省分公司,大个险,597.345893,3.6997,3.6997
个险渠道,长险趸交,保费合计,河北省分公司,大个险,2691.834629,32.84342,32.84342
个险渠道,长险趸交,保费合计,河南省分公司,大个险,1351.564811,11.278554,11.278554
个险渠道,长险趸交,保费合计,浙江省分公司,大个险,1421.912977,24.86586,24.86586
个险渠道,长险趸交,保费合计,湖北省分公司,大个险,1091.043925,21.773286,21.773286
个险渠道,长险趸交,保费合计,湖南省分公司,大个险,1198.477428,9.11228,9.11228
个险渠道,长险趸交,保费合计,福建省分公司,大个险,458.675662,5.060891,5.060891
个险渠道,长险趸交,保费合计,辽宁省分公司,大个险,492.58327,2.6588,2.6588
个险渠道,长险趸交,保费合计,黑龙江分公司,大个险,1462.82761,20.7402,20.7402
个险渠道,长险趸交,同比增速,上海市分公司,大个险,-0.507544516,-0.922098729,-0.922098729
个险渠道,长险趸交,同比增速,内蒙古分公司,大个险,0.00732423,3.576077174,3.576077174
个险渠道,长险趸交,同比增速,北京市分公司,大个险,-0.198230165,0.788557844,0.788557844
个险渠道,长险趸交,同比增速,吉林省分公司,大个险,0.070591836,0.13739978,0.13739978
个险渠道,长险趸交,同比增速,天津市分公司,大个险,-0.165758695,-0.079139417,-0.079139417
个险渠道,长险趸交,同比增速,安徽省分公司,大个险,-0.310183523,-0.190552391,-0.190552391
个险渠道,长险趸交,同比增速,山东省分公司,大个险,-0.281268853,-0.409200822,-0.409200822
个险渠道,长险趸交,同比增速,山西省分公司,大个险,-0.152503608,0.234549861,0.234549861
个险渠道,长险趸交,同比增速,江苏省分公司,大个险,-0.262976656,-0.57753315,-0.57753315
个险渠道,长险趸交,同比增速,江西省分公司,大个险,-0.282988569,-0.348662714,-0.348662714
个险渠道,长险趸交,同比增速,河北省分公司,大个险,-0.378937596,-0.207737409,-0.207737409
个险渠道,长险趸交,同比增速,河南省分公司,大个险,-0.050746908,0.304673493,0.304673493
个险渠道,长险趸交,同比增速,浙江省分公司,大个险,-0.327892622,-0.175897467,-0.175897467
个险渠道,长险趸交,同比增速,湖北省分公司,大个险,-0.090899593,0.723055386,0.723055386
个险渠道,长险趸交,同比增速,湖南省分公司,大个险,-0.178613675,0.418697522,0.418697522
个险渠道,长险趸交,同比增速,福建省分公司,大个险,0.025089172,1.474533417,1.474533417
个险渠道,长险趸交,同比增速,辽宁省分公司,大个险,-0.211361876,-0.243864289,-0.243864289
个险渠道,长险趸交,同比增速,黑龙江分公司,大个险,0.099493293,7.266650723,7.266650723
个险渠道,中短存续期产品,保费合计,上海市分公司,大个险,0,0,0
个险渠道,中短存续期产品,保费合计,内蒙古分公司,大个险,1.1,0,0
个险渠道,中短存续期产品,保费合计,北京市分公司,大个险,13.9062,0,0
个险渠道,中短存续期产品,保费合计,吉林省分公司,大个险,13.255,0,0
个险渠道,中短存续期产品,保费合计,天津市分公司,大个险,0,0,0
个险渠道,中短存续期产品,保费合计,安徽省分公司,大个险,19.1444,0,0
个险渠道,中短存续期产品,保费合计,山东省分公司,大个险,50.09952,0,0
个险渠道,中短存续期产品,保费合计,山西省分公司,大个险,23.87,0,0
个险渠道,中短存续期产品,保费合计,江苏省分公司,大个险,15.0986,0,0
个险渠道,中短存续期产品,保费合计,江西省分公司,大个险,29.92672,0,0
个险渠道,中短存续期产品,保费合计,河北省分公司,大个险,386.43176,0.11,0.11
个险渠道,中短存续期产品,保费合计,河南省分公司,大个险,35.1505,0,0
个险渠道,中短存续期产品,保费合计,浙江省分公司,大个险,7.59,0,0
个险渠道,中短存续期产品,保费合计,湖北省分公司,大个险,14.443,0,0
个险渠道,中短存续期产品,保费合计,湖南省分公司,大个险,154.30382,0.374,0.374
个险渠道,中短存续期产品,保费合计,福建省分公司,大个险,13.189,0,0
个险渠道,中短存续期产品,保费合计,辽宁省分公司,大个险,0.572,0,0
个险渠道,中短存续期产品,保费合计,黑龙江分公司,大个险,0.66,0,0
个险渠道,中短存续期产品,同比增速,上海市分公司,大个险,0,0,0
个险渠道,中短存续期产品,同比增速,内蒙古分公司,大个险,-0.5,0,0
个险渠道,中短存续期产品,同比增速,北京市分公司,大个险,-0.804953925,0,0
个险渠道,中短存续期产品,同比增速,吉林省分公司,大个险,-0.858543171,0,0
个险渠道,中短存续期产品,同比增速,天津市分公司,大个险,-1,0,0
个险渠道,中短存续期产品,同比增速,安徽省分公司,大个险,-0.782523398,0,0
个险渠道,中短存续期产品,同比增速,山东省分公司,大个险,-0.904427683,0,0
个险渠道,中短存续期产品,同比增速,山西省分公司,大个险,-0.794291348,0,0
个险渠道,中短存续期产品,同比增速,江苏省分公司,大个险,-0.838281729,0,0
个险渠道,中短存续期产品,同比增速,江西省分公司,大个险,-0.712609831,0,0
个险渠道,中短存续期产品,同比增速,河北省分公司,大个险,-0.787009145,0,0
个险渠道,中短存续期产品,同比增速,河南省分公司,大个险,-0.862845836,0,0
个险渠道,中短存续期产品,同比增速,浙江省分公司,大个险,-0.838894207,0,0
个险渠道,中短存续期产品,同比增速,湖北省分公司,大个险,-0.724905194,0,0
个险渠道,中短存续期产品,同比增速,湖南省分公司,大个险,-0.707954063,0,0
个险渠道,中短存续期产品,同比增速,福建省分公司,大个险,-0.418807562,0,0
个险渠道,中短存续期产品,同比增速,辽宁省分公司,大个险,-0.973503185,0,0
个险渠道,中短存续期产品,同比增速,黑龙江分公司,大个险,-0.945454545,0,0
个险渠道,短期险,保费合计,上海市分公司,大个险,0.2985,0,0
个险渠道,短期险,保费合计,内蒙古分公司,大个险,426.74209,3.596184,3.596184
个险渠道,短期险,保费合计,北京市分公司,大个险,399.979004,28.1847,28.1847
个险渠道,短期险,保费合计,吉林省分公司,大个险,1432.898995,5.111647,5.111647
个险渠道,短期险,保费合计,天津市分公司,大个险,17.650024,0.9703,0.9703
个险渠道,短期险,保费合计,安徽省分公司,大个险,357.366285,7.463224,7.463224
个险渠道,短期险,保费合计,山东省分公司,大个险,556.658194,14.072104,14.072104
个险渠道,短期险,保费合计,山西省分公司,大个险,283.925244,4.938343,4.938343
个险渠道,短期险,保费合计,江苏省分公司,大个险,540.600265,7.6005,7.6005
个险渠道,短期险,保费合计,江西省分公司,大个险,399.219899,5.1346,5.1346
个险渠道,短期险,保费合计,河北省分公司,大个险,739.597979,13.920024,13.920024
个险渠道,短期险,保费合计,河南省分公司,大个险,650.327459,9.647288,9.647288
个险渠道,短期险,保费合计,浙江省分公司,大个险,270.09491,2.5678,2.5678
个险渠道,短期险,保费合计,湖北省分公司,大个险,501.641468,9.469991,9.469991
个险渠道,短期险,保费合计,湖南省分公司,大个险,477.236898,9.377189,9.377189
个险渠道,短期险,保费合计,福建省分公司,大个险,230.481232,2.1341,2.1341
个险渠道,短期险,保费合计,辽宁省分公司,大个险,140.933261,0.8987,0.8987
个险渠道,短期险,保费合计,黑龙江分公司,大个险,771.732067,19.885892,19.885892
个险渠道,短期险,同比增速,上海市分公司,大个险,-0.960115615,-1,-1
个险渠道,短期险,同比增速,内蒙古分公司,大个险,0.190647261,-0.041119881,-0.041119881
个险渠道,短期险,同比增速,北京市分公司,大个险,1.066813363,7.686517401,7.686517401
个险渠道,短期险,同比增速,吉林省分公司,大个险,1.002606472,-0.679645834,-0.679645834
个险渠道,短期险,同比增速,天津市分公司,大个险,-0.268348418,2.8812,2.8812
个险渠道,短期险,同比增速,安徽省分公司,大个险,0.110174255,0.345258301,0.345258301
个险渠道,短期险,同比增速,山东省分公司,大个险,0.167058503,0.961952457,0.961952457
个险渠道,短期险,同比增速,山西省分公司,大个险,1.085152939,1.331937007,1.331937007
个险渠道,短期险,同比增速,江苏省分公司,大个险,1.017614117,0.695010129,0.695010129
个险渠道,短期险,同比增速,江西省分公司,大个险,0.732790755,1.053593569,1.053593569
个险渠道,短期险,同比增速,河北省分公司,大个险,0.373666203,0.773545173,0.773545173
个险渠道,短期险,同比增速,河南省分公司,大个险,0.691567852,1.102554614,1.102554614
个险渠道,短期险,同比增速,浙江省分公司,大个险,0.275942584,-0.045143537,-0.045143537
个险渠道,短期险,同比增速,湖北省分公司,大个险,0.138447807,0.540574409,0.540574409
个险渠道,短期险,同比增速,湖南省分公司,大个险,2.459893424,1.767280992,1.767280992
个险渠道,短期险,同比增速,福建省分公司,大个险,0.38325559,-0.014591125,-0.014591125
个险渠道,短期险,同比增速,辽宁省分公司,大个险,0.195267219,-0.492804334,-0.492804334
个险渠道,短期险,同比增速,黑龙江分公司,大个险,0.181373098,1.558670112,1.558670112
互动渠道,其他长险趸交,保费合计,上海市分公司,大个险,1.806918,0.903918,0.903918
互动渠道,其他长险趸交,保费合计,内蒙古分公司,大个险,110.87158,0.818,0.818
互动渠道,其他长险趸交,保费合计,北京市分公司,大个险,2872.688661,0.645716,0.645716
互动渠道,其他长险趸交,保费合计,吉林省分公司,大个险,339.85396,1.06542,1.06542
互动渠道,其他长险趸交,保费合计,天津市分公司,大个险,23.95112,0,0
互动渠道,其他长险趸交,保费合计,安徽省分公司,大个险,102.98872,0.002,0.002
互动渠道,其他长险趸交,保费合计,山东省分公司,大个险,298.91157,2.02626,2.02626
互动渠道,其他长险趸交,保费合计,山西省分公司,大个险,365.642538,5.542847,5.542847
互动渠道,其他长险趸交,保费合计,江苏省分公司,大个险,1670.213132,0.26419,0.26419
互动渠道,其他长险趸交,保费合计,江西省分公司,大个险,25.33246,1.104,1.104
互动渠道,其他长险趸交,保费合计,河北省分公司,大个险,1601.952606,2.751796,2.751796
互动渠道,其他长险趸交,保费合计,河南省分公司,大个险,75.92225,0.001,0.001
互动渠道,其他长险趸交,保费合计,浙江省分公司,大个险,1576.641448,9.77152,9.77152
互动渠道,其他长险趸交,保费合计,湖北省分公司,大个险,163.447274,5.974033,5.974033
互动渠道,其他长险趸交,保费合计,湖南省分公司,大个险,5083.779421,32.864973,32.864973
互动渠道,其他长险趸交,保费合计,福建省分公司,大个险,1153.50627,1.612378,1.612378
互动渠道,其他长险趸交,保费合计,辽宁省分公司,大个险,137.31017,2.0384,2.0384
互动渠道,其他长险趸交,保费合计,黑龙江分公司,大个险,26.34068,0,0
互动渠道,其他长险趸交,同比增速,上海市分公司,大个险,-0.998887365,0,0
互动渠道,其他长险趸交,同比增速,内蒙古分公司,大个险,-0.834860162,-0.924196089,-0.924196089
互动渠道,其他长险趸交,同比增速,北京市分公司,大个险,-0.543588713,321.858,321.858
互动渠道,其他长险趸交,同比增速,吉林省分公司,大个险,0.387371911,-0.321137745,-0.321137745
互动渠道,其他长险趸交,同比增速,天津市分公司,大个险,-0.879520697,0,0
互动渠道,其他长险趸交,同比增速,安徽省分公司,大个险,-0.798401529,0,0
互动渠道,其他长险趸交,同比增速,山东省分公司,大个险,-0.899352444,-0.856164369,-0.856164369
互动渠道,其他长险趸交,同比增速,山西省分公司,大个险,1.017423457,0.165394012,0.165394012
互动渠道,其他长险趸交,同比增速,江苏省分公司,大个险,0.021867039,0.003799536,0.003799536
互动渠道,其他长险趸交,同比增速,江西省分公司,大个险,-0.781804128,-0.479554604,-0.479554604
互动渠道,其他长险趸交,同比增速,河北省分公司,大个险,3.034567713,-0.099990842,-0.099990842
互动渠道,其他长险趸交,同比增速,河南省分公司,大个险,-0.728303187,0,0
互动渠道,其他长险趸交,同比增速,浙江省分公司,大个险,-0.409452151,-0.111923817,-0.111923817
互动渠道,其他长险趸交,同比增速,湖北省分公司,大个险,0.044500322,0.895230859,0.895230859
互动渠道,其他长险趸交,同比增速,湖南省分公司,大个险,-0.495652269,5.807330132,5.807330132
互动渠道,其他长险趸交,同比增速,福建省分公司,大个险,-0.286086776,7.118721047,7.118721047
互动渠道,其他长险趸交,同比增速,辽宁省分公司,大个险,-0.704453394,-0.159561309,-0.159561309
互动渠道,其他长险趸交,同比增速,黑龙江分公司,大个险,0.22850716,0,0
互动渠道,长险趸交,保费合计,上海市分公司,大个险,3.215358,0.903918,0.903918
互动渠道,长险趸交,保费合计,内蒙古分公司,大个险,110.87158,0.818,0.818
互动渠道,长险趸交,保费合计,北京市分公司,大个险,2882.808661,0.645716,0.645716
互动渠道,长险趸交,保费合计,吉林省分公司,大个险,353.27396,1.06542,1.06542
互动渠道,长险趸交,保费合计,天津市分公司,大个险,23.95112,0,0
互动渠道,长险趸交,保费合计,安徽省分公司,大个险,110.45772,0.002,0.002
互动渠道,长险趸交,保费合计,山东省分公司,大个险,356.61997,2.02626,2.02626
互动渠道,长险趸交,保费合计,山西省分公司,大个险,378.149538,5.542847,5.542847
互动渠道,长险趸交,保费合计,江苏省分公司,大个险,1693.093132,0.26419,0.26419
互动渠道,长险趸交,保费合计,江西省分公司,大个险,33.54946,1.104,1.104
互动渠道,长险趸交,保费合计,河北省分公司,大个险,1686.635006,2.751796,2.751796
互动渠道,长险趸交,保费合计,河南省分公司,大个险,77.24225,0.001,0.001
互动渠道,长险趸交,保费合计,浙江省分公司,大个险,1581.525448,9.77152,9.77152
互动渠道,长险趸交,保费合计,湖北省分公司,大个险,175.987274,5.974033,5.974033
互动渠道,长险趸交,保费合计,湖南省分公司,大个险,5101.277811,32.864973,32.864973
互动渠道,长险趸交,保费合计,福建省分公司,大个险,1160.55727,1.612378,1.612378
互动渠道,长险趸交,保费合计,辽宁省分公司,大个险,138.87217,2.0384,2.0384
互动渠道,长险趸交,保费合计,黑龙江分公司,大个险,32.28068,0,0
互动渠道,长险趸交,同比增速,上海市分公司,大个险,-0.998058781,0,0
互动渠道,长险趸交,同比增速,内蒙古分公司,大个险,-0.834860162,-0.924196089,-0.924196089
互动渠道,长险趸交,同比增速,北京市分公司,大个险,-0.638596302,321.858,321.858
互动渠道,长险趸交,同比增速,吉林省分公司,大个险,-0.21357531,-0.321137745,-0.321137745
互动渠道,长险趸交,同比增速,天津市分公司,大个险,-0.880315389,0,0
互动渠道,长险趸交,同比增速,安徽省分公司,大个险,-0.793779125,0,0
互动渠道,长险趸交,同比增速,山东省分公司,大个险,-0.89056439,-0.856164369,-0.856164369
互动渠道,长险趸交,同比增速,山西省分公司,大个险,0.473263002,0.165394012,0.165394012
互动渠道,长险趸交,同比增速,江苏省分公司,大个险,-0.072363163,0.003799536,0.003799536
互动渠道,长险趸交,同比增速,江西省分公司,大个险,-0.773751105,-0.479554604,-0.479554604
互动渠道,长险趸交,同比增速,河北省分公司,大个险,1.061878035,-0.099990842,-0.099990842
互动渠道,长险趸交,同比增速,河南省分公司,大个险,-0.760379773,0,0
互动渠道,长险趸交,同比增速,浙江省分公司,大个险,-0.649132583,-0.111923817,-0.111923817
互动渠道,长险趸交,同比增速,湖北省分公司,大个险,-0.274718038,0.895230859,0.895230859
互动渠道,长险趸交,同比增速,湖南省分公司,大个险,-0.509171393,5.807330132,5.807330132
互动渠道,长险趸交,同比增速,福建省分公司,大个险,-0.293066602,7.118721047,7.118721047
互动渠道,长险趸交,同比增速,辽宁省分公司,大个险,-0.720956517,-0.159561309,-0.159561309
互动渠道,长险趸交,同比增速,黑龙江分公司,大个险,-0.402831238,0,0
互动渠道,中短存续期产品,保费合计,上海市分公司,大个险,1.40844,0,0
互动渠道,中短存续期产品,保费合计,内蒙古分公司,大个险,0,0,0
互动渠道,中短存续期产品,保费合计,北京市分公司,大个险,10.12,0,0
互动渠道,中短存续期产品,保费合计,吉林省分公司,大个险,13.42,0,0
互动渠道,中短存续期产品,保费合计,天津市分公司,大个险,0,0,0
互动渠道,中短存续期产品,保费合计,安徽省分公司,大个险,7.469,0,0
互动渠道,中短存续期产品,保费合计,山东省分公司,大个险,57.7084,0,0
互动渠道,中短存续期产品,保费合计,山西省分公司,大个险,12.507,0,0
互动渠道,中短存续期产品,保费合计,江苏省分公司,大个险,22.88,0,0
互动渠道,中短存续期产品,保费合计,江西省分公司,大个险,8.217,0,0
互动渠道,中短存续期产品,保费合计,河北省分公司,大个险,84.6824,0,0
互动渠道,中短存续期产品,保费合计,河南省分公司,大个险,1.32,0,0
互动渠道,中短存续期产品,保费合计,浙江省分公司,大个险,4.884,0,0
互动渠道,中短存续期产品,保费合计,湖北省分公司,大个险,12.54,0,0
互动渠道,中短存续期产品,保费合计,湖南省分公司,大个险,17.49839,0,0
互动渠道,中短存续期产品,保费合计,福建省分公司,大个险,7.051,0,0
互动渠道,中短存续期产品,保费合计,辽宁省分公司,大个险,1.562,0,0
互动渠道,中短存续期产品,保费合计,黑龙江分公司,大个险,5.94,0,0
互动渠道,中短存续期产品,同比增速,上海市分公司,大个险,-0.956478115,0,0
互动渠道,中短存续期产品,同比增速,内蒙古分公司,大个险,0,0,0
互动渠道,中短存续期产品,同比增速,北京市分公司,大个险,-0.993985572,0,0
互动渠道,中短存续期产品,同比增速,吉林省分公司,大个险,-0.934297119,0,0
互动渠道,中短存续期产品,同比增速,天津市分公司,大个险,-1,0,0
互动渠道,中短存续期产品,同比增速,安徽省分公司,大个险,-0.698436667,0,0
互动渠道,中短存续期产品,同比增速,山东省分公司,大个险,-0.800203299,0,0
互动渠道,中短存续期产品,同比增速,山西省分公司,大个险,-0.834196136,0,0
互动渠道,中短存续期产品,同比增速,江苏省分公司,大个险,-0.880018459,0,0
互动渠道,中短存续期产品,同比增速,江西省分公司,大个险,-0.744702666,0,0
互动渠道,中短存续期产品,同比增速,河北省分公司,大个险,-0.798831359,0,0
互动渠道,中短存续期产品,同比增速,河南省分公司,大个险,-0.969241811,0,0
互动渠道,中短存续期产品,同比增速,浙江省分公司,大个险,-0.997342299,0,0
互动渠道,中短存续期产品,同比增速,湖北省分公司,大个险,-0.854461892,0,0
互动渠道,中短存续期产品,同比增速,湖南省分公司,大个险,-0.94414571,0,0
互动渠道,中短存续期产品,同比增速,福建省分公司,大个险,-0.728044124,0,0
互动渠道,中短存续期产品,同比增速,辽宁省分公司,大个险,-0.952773713,0,0
互动渠道,中短存续期产品,同比增速,黑龙江分公司,大个险,-0.817875211,0,0
互动渠道,短期险,保费合计,上海市分公司,大个险,6.184731,0.01,0.01
互动渠道,短期险,保费合计,内蒙古分公司,大个险,5.9527,0,0
互动渠道,短期险,保费合计,北京市分公司,大个险,2205.525735,13.806734,13.806734
互动渠道,短期险,保费合计,吉林省分公司,大个险,28.562633,0.2143,0.2143
互动渠道,短期险,保费合计,天津市分公司,大个险,1.5542,0.0946,0.0946
互动渠道,短期险,保费合计,安徽省分公司,大个险,27.302731,0.850425,0.850425
互动渠道,短期险,保费合计,山东省分公司,大个险,15.169848,0.5026,0.5026
互动渠道,短期险,保费合计,山西省分公司,大个险,19.893882,0.2733,0.2733
互动渠道,短期险,保费合计,江苏省分公司,大个险,104.05154,0.415022,0.415022
互动渠道,短期险,保费合计,江西省分公司,大个险,22.1455,0,0
互动渠道,短期险,保费合计,河北省分公司,大个险,27.088639,0.2282,0.2282
互动渠道,短期险,保费合计,河南省分公司,大个险,7.605607,0.1085,0.1085
互动渠道,短期险,保费合计,浙江省分公司,大个险,186.82866,0,0
互动渠道,短期险,保费合计,湖北省分公司,大个险,47.698122,0.9358,0.9358
互动渠道,短期险,保费合计,湖南省分公司,大个险,47.27093,0.6231,0.6231
互动渠道,短期险,保费合计,福建省分公司,大个险,14.158381,0.259055,0.259055
互动渠道,短期险,保费合计,辽宁省分公司,大个险,30.524622,0.3234,0.3234
互动渠道,短期险,保费合计,黑龙江分公司,大个险,4.961947,0.02,0.02
互动渠道,短期险,同比增速,上海市分公司,大个险,-0.967399098,-0.958974359,-0.958974359
互动渠道,短期险,同比增速,内蒙古分公司,大个险,-0.477070453,-1,-1
互动渠道,短期险,同比增速,北京市分公司,大个险,-0.27245949,4.473256954,4.473256954
互动渠道,短期险,同比增速,吉林省分公司,大个险,-0.851391375,-0.946412943,-0.946412943
互动渠道,短期险,同比增速,天津市分公司,大个险,-0.856697911,0,0
互动渠道,短期险,同比增速,安徽省分公司,大个险,-0.840371281,1.83475,1.83475
互动渠道,短期险,同比增速,山东省分公司,大个险,-0.828223186,-0.68886963,-0.68886963
互动渠道,短期险,同比增速,山西省分公司,大个险,-0.215042594,0.416062176,0.416062176
互动渠道,短期险,同比增速,江苏省分公司,大个险,-0.198505108,6.180311419,6.180311419
互动渠道,短期险,同比增速,江西省分公司,大个险,-0.44361563,-1,-1
互动渠道,短期险,同比增速,河北省分公司,大个险,-0.59883709,-0.730213488,-0.730213488
互动渠道,短期险,同比增速,河南省分公司,大个险,-0.814947001,-0.65664557,-0.65664557
互动渠道,短期险,同比增速,浙江省分公司,大个险,0.166412496,-1,-1
互动渠道,短期险,同比增速,湖北省分公司,大个险,0.159415082,0.108899159,0.108899159
互动渠道,短期险,同比增速,湖南省分公司,大个险,-0.419282058,-0.557771469,-0.557771469
互动渠道,短期险,同比增速,福建省分公司,大个险,-0.562001087,-0.326613899,-0.326613899
互动渠道,短期险,同比增速,辽宁省分公司,大个险,-0.430694385,-0.817319098,-0.817319098
互动渠道,短期险,同比增速,黑龙江分公司,大个险,-0.861133619,-0.818181818,-0.818181818
团险渠道,其他长险趸交,保费合计,上海市分公司,非大个险,460.406222,0.352855,0.352855
团险渠道,其他长险趸交,保费合计,内蒙古分公司,非大个险,30.85109,0,0
团险渠道,其他长险趸交,保费合计,北京市分公司,非大个险,16752.00767,30.838422,30.838422
团险渠道,其他长险趸交,保费合计,吉林省分公司,非大个险,94.327223,2.404603,2.404603
团险渠道,其他长险趸交,保费合计,天津市分公司,非大个险,53.260705,0.341025,0.341025
团险渠道,其他长险趸交,保费合计,安徽省分公司,非大个险,654.026175,0.440145,0.440145
团险渠道,其他长险趸交,保费合计,山东省分公司,非大个险,3234.869976,3.306236,3.306236
团险渠道,其他长险趸交,保费合计,山西省分公司,非大个险,177.616257,3.906377,3.906377
团险渠道,其他长险趸交,保费合计,江苏省分公司,非大个险,11733.71121,2.997302,2.997302
团险渠道,其他长险趸交,保费合计,江西省分公司,非大个险,370.139704,0.254284,0.254284
团险渠道,其他长险趸交,保费合计,河北省分公司,非大个险,1497.712652,37.580335,37.580335
团险渠道,其他长险趸交,保费合计,河南省分公司,非大个险,16581.68571,9.915037,9.915037
团险渠道,其他长险趸交,保费合计,浙江省分公司,非大个险,16855.87313,8.667865,8.667865
团险渠道,其他长险趸交,保费合计,湖北省分公司,非大个险,268.707578,4.541328,4.541328
团险渠道,其他长险趸交,保费合计,湖南省分公司,非大个险,2619.747777,8.421682,8.421682
团险渠道,其他长险趸交,保费合计,福建省分公司,非大个险,388.606812,4.770603,4.770603
团险渠道,其他长险趸交,保费合计,辽宁省分公司,非大个险,93.84719,1.08,1.08
团险渠道,其他长险趸交,保费合计,黑龙江分公司,非大个险,14.544524,1.042964,1.042964
团险渠道,其他长险趸交,同比增速,上海市分公司,非大个险,-0.742907262,0,0
团险渠道,其他长险趸交,同比增速,内蒙古分公司,非大个险,-0.916916989,0,0
团险渠道,其他长险趸交,同比增速,北京市分公司,非大个险,-0.114190599,-0.327495753,-0.327495753
团险渠道,其他长险趸交,同比增速,吉林省分公司,非大个险,-0.894355309,0,0
团险渠道,其他长险趸交,同比增速,天津市分公司,非大个险,-0.932190331,0,0
团险渠道,其他长险趸交,同比增速,安徽省分公司,非大个险,0.067012851,-0.446260977,-0.446260977
团险渠道,其他长险趸交,同比增速,山东省分公司,非大个险,-0.105959295,-0.739310318,-0.739310318
团险渠道,其他长险趸交,同比增速,山西省分公司,非大个险,0.93107543,0.159162315,0.159162315
团险渠道,其他长险趸交,同比增速,江苏省分公司,非大个险,0.404645048,4.167762069,4.167762069
团险渠道,其他长险趸交,同比增速,江西省分公司,非大个险,-0.50132394,1.54284,1.54284
